0: 1.1956751370950827 
1: 1.1719397081298135
2: 0.9738350663749963
3: 0.6958167270983788
4: 0.5557025561115939
5: 0.6547106769350634
6: 0.8690367384855114
7: 1.0897276078031826
8: 1.209553954031944
9: 1.3281426987504121
10: 1.5851660124059817
11: 1.7944974678613168
12: 1.962855473315154
13: 2.016779539120794
14: 1.9804470947828956
15: 1.9764690899283812
16: 2.104693446405562
17: 2.454669473494951
18: 2.5761754217733963
19: 2.421165832609152
20: 2.089488627850529
21: 1.7704968385724134
22: 1.5083905187138535
23: 1.24831740133649
